city,state,name,rating,address,days,phone
Oceanside,NY,IHOP,- NA -,407 Long Beach Rd,MO  WE  FR,(516) 536-0527
North Syracuse,NY,Ponderosa Steakhouse,- NA -,3713 Brewerton Road,TU,(315) 455-1151
New York,NY,Pappardella,- NA -,316 Columbus Ave,MO  TU  WE  TH,(212) 595-7996
Nassau,NY,Maxs Kitchen,- NA -,2710 Long Beach Rd,MO  TU,(516) 280-8713
Medford,NY,J&R's Steak House,- NA -,2330 Route 112,SU  MO  TU  WE  TH,(631) 475-3839
Middletown,NY,Cheeseburger In Paradise,- NA -,340 Route 211 E,TU,(845) 343-9252
Middletown,NY,Johhny Rockets,- NA -,1 N. Galleria Dr.,WE,(845) 692-7004
Massena,NY,Ponderosa Steakhouse,- NA -,341 Main St.,TU,(315) 769-7133
Herkimer,NY,Ponderosa Steakhouse,- NA -,State & King Streets,TU,(315) 866-0110
Johnstown,NY,Ponderosa Steakhouse,- NA -,287 N. Comrie Ave,TU,(518) 762-8701
Florida,NY,Chumleys BBQ,- NA -,56 N. Main Street,SU  TU  WE  TH  FR  SA,(845) 651-3663
Depew,NY,Forestview,- NA -,4781 Transit Rd,WE,(716) 656-8760
East Greenbush,NY,Dennys Restaurant,- NA -,126 TROY ROAD,TU,(518) 477-8441
Clifton Park,NY,Arizona Pizza Company,- NA -,5 Clifton Country Rd,TU,(518) 383-5460
Clifton Park,NY,IHOP,- NA -,611 Plank Rd,WE,(518) 348-1892
Cortland,NY,Ponderosa Steakhouse,- NA -,Rte 13 & Lime Hollow Rd,TU,(607) 756-2383
Cicero,NY,Moes Southwest Grill,- NA -,"5663 E Circle Dr, Ste 100",TU,(315) 214-0130
Brooklyn,NY,Bubbys Pie Company,- NA -,1 Main Street,SU,(718) 222-0666
Bay Shore,NY,International House Of Pancakes,- NA -,1701 Sunrise Hwy,SU  MO  TU  WE  TH  FR  SA,(631) 968-6187
Chittenango,NY,Pizza Hut,- NA -,500 Genesee St,TU,(315) 687-7395
Ballston Spa,NY,Mannas Restaurant & Banquet House,- NA -,17 Low St,WE  TH,(518) 885-1195
Amherst,NY,Johnny Rockets,- NA -,730 Alberta Dr,TU  TH,(716) 832-4376
Worthington,OH,Champps Americana,- NA -,161 E. Campus View Blvd.,TU,(614) 781-1000
Xenia,OH,Perkins,- NA -,26 S Allison Ave,TU,(937) 372-7465
Wilmington,OH,Gold Star Chili,- NA -,1295 Rombach Ave.,TU,(937) 382-7199
Westlake,OH,Champps Americana,- NA -,12 Main St,TU,(440) 871-0803
Westerville,OH,Pizza Primo Westerville,- NA -,10 E Main St,WE,(614) 895-1212
Fargo,ND,Lonestar Steakhouse,- NA -,4328 13th Ave.,TU,(701) 282-6642
Fargo,ND,Lonestar Steakhouse,- NA -,4328 13th Ave.,TU,(701) 282-6642
West Chester,OH,Champps Americana,- NA -,9424 Civic Center Blvd.,TU,(513) 759-6315
West Chester,OH,Gold Star Chili,- NA -,7659 Tylersville Road,TU,(513) 777-1865
West Chester,OH,JD Stackerz,- NA -,7340 Yankee Rd,MO,(513) 755-2692
West Chester,OH,Pasta Wagon,- NA -,4877 Smith Road,SU  MO  TU,(513) 881-2244
West Chester,OH,Skyline Chili,- NA -,Union Centre 6098 West Chester Rd,SA,(513) 860-5300
West Chester,OH,Tropical Smoothie Cafe,- NA -,7688 Voice Of America Park Dr,SU,(513) 298-2200
Washington,OH,Gold Star Chili,- NA -,1387 Leesburg Ave.,TU,(740) 333-5090
Warren,OH,Ponderosa Steakhouse,- NA -,3581 Elm Rd NE,TU,(330) 372-6668
Wadsworth,OH,Beef O Bradys,- NA -,"1090 Williams Reserve Blvd, Ste P",TU,(330) 336-3600
Valley View,OH,Champps Americana,- NA -,5989 Canal Street,TU,(216) 328-0084
Valley View,OH,Hoggy's,- NA -,5975 Canal Rd.,WE,(216) 328-9871
Steubenville,OH,Ponderosa Steakhouse,- NA -,4170 Sunset Blvd,TU,(740) 264-4491
Toledo,OH,Hooters,- NA -,4782 Monroe Street,SU,(419) 473-8661
Toledo,OH,Lonestar Steakhouse,- NA -,5640 Airport Highway,TU,(419) 861-7827
Solon,OH,Tony Roma's,- NA -,6150 Som Center Road,TU,(440) 914-0005
Springfield,OH,Applebee's Neighborhood Grill,- NA -,1800 W 1st St,TU,(937) 322-6700
Springfield,OH,Lonestar Steakhouse,- NA -,1661 W. First Street,TU,(937) 324-8580
Sidney,OH,Ponderosa Steakhouse,- NA -,2120 W. Michigan St. Rt 47,TU,(937) 492-7968
Seaman,OH,Gold Star Chili,- NA -,17080 St. Rt. 247,TU,(937) 386-1367
Saint Marys,OH,Knotty Pine Tavern,- NA -,S Wayne St,WE,(419) 300-9774
Rossford,OH,Dennys Restaurant,- NA -,1122 Buck Rd.,TU,(419) 666-4774
Ripley,OH,Gold Star Chili,- NA -,290 South 2nd Street,TU,(513) 392-9464
Ross,OH,Gold Star Chili,- NA -,3790 Hamilton,TU,(450) 513-738
Powell,OH,Lazy Chameleon Bar & Grill,- NA -,4028 Presidential Pkwy,TH,(614) 792-8393
Pickerington,OH,Inferno Burger,- NA -,10503 Blacklick Eastern Rd,SU  MO  TU  WE  TH  FR  SA,(614) 577-9490
North Olmstead,OH,Lonestar Steakhouse,- NA -,24941 Country Club Blvd.,TU,(440) 777-6522
North Canton,OH,Waffle House,- NA -,5424 Whipple Ave NW,WE,(330) 497-1747
Newark,OH,Texas Roadhouse,- NA -,1200 W Church St,TU,(740) 344-1885
Niles,OH,Lonestar Steakhouse,- NA -,5555 Youngstown Warren Road,TU,(330) 544-7000
Niles,OH,Perkins,- NA -,1953 Niles-Cortland Road,TU  TH,(330) 505-1166
New Richmond,OH,Gold Star Chili,- NA -,1048 Old US 52,TU,(513) 553-2536
New Hartford,NY,Zebbs Deluxe Grill and Bar,- NA -,8428 Seneca Tpke,SU,(315) 735-8547
Monroe,OH,Gold Star Chili,- NA -,1295 Hamilton-Lebanon Rd.,TU,(513) 539-7861
Mt. Orab,OH,Gold Star Chili,- NA -,221 South High Street,TU,(937) 444-4387
Milford,OH,Gold Star Chili,- NA -,1040 St. Rt. 28,TU,(513) 831-4692
Milford,OH,Gold Star Chili,- NA -,85 Rivers Edge Dr.,TU,(513) 248-8480
Milford,OH,Greenies Indoor Golf,- NA -,1148 State Route 28,TU,(513) 831-3400
Middletown,OH,Gold Star Chili,- NA -,449 Oxford State Rd.,TU,(513) 422-3405
Middletown,OH,Gold Star Chili,- NA -,2930 Towne Boulevard,TU,(513) 422-6920
Middletown,OH,Lonestar Steakhouse,- NA -,6780 Roosevelt Avenue,TU,(513) 424-7827
Miamisburg,OH,Perkins,- NA -,175 Byers Road,TU,(937) 866-2799
Lyndhurst,OH,Champps Americana,- NA -,5835 Landerbrook Drive,,(440) 605-0550
Mentor,OH,Max & Ermas,- NA -,7890 Mentor Ave,TU,(440) 205-9994
Mason,OH,Gold Star Chili,- NA -,8150 Arbor Square Dr.,TU,(513) 770-4305
Mason,OH,Gold Star Chili,- NA -,17 US 22,TU,(450) 513-677
Mason,OH,Lonestar Steakhouse,- NA -,9890 Escort Drive,TU,(513) 459-9191
Mason,OH,Moes Southwest Grill,- NA -,8260 Arbor Square,MO,(513) 770-0696
Mason,OH,Red Star Tavern,- NA -,5045 Deerfield Road,MO,(513) 398-0070
Loveland,OH,Gold Star Chili,- NA -,471 Wards Corner Rd.,TU,(513) 831-1725
Lima,OH,Ponderosa Steakhouse,- NA -,1830 Harding Hwy,MO,(419) 223-9516
Lancaster,OH,Lonestar Steakhouse,- NA -,1585 River Valley Circle North,TU,(740) 681-9464
Lebanon,OH,Gold Star Chili,- NA -,10 Dave Ave.,TU,(513) 932-4642
Hillsboro,OH,Gold Star Chili,- NA -,585 Harry Sauners Rd,TU,(937) 393-4422
Liberty Township,OH,Beef 'O' Brady's,- NA -,4895 Princeton Road,TU,(513) 887-9464
Jefferson,OH,Gold Star Chili,- NA -,8040 Factory Shops Blvd.,TU,(740) 948-2012
Hilliard,OH,Cheeseburger In Paradise,- NA -,4081 Trueman Blvd,TU,(614) 876-3607
Hilliard,OH,Hooters,- NA -,5225 Nike Station Way,SU,(614) 846-2368
Heath,OH,Skyline Chili,- NA -,1122 Hebron Rd.,WE,(740) 522-4454
Harrison,OH,Gold Star Chili,- NA -,609 Ring Road,TU,(513) 202-0279
Harrison,OH,Skyline Chili,- NA -,10625 Harrison Ave,WE,(513) 367-0614
Grove City,OH,Applebees Neighborhood Grill & Bar,- NA -,2020 Stringtown Rd,WE,(614) 801-1100
Greenville,OH,Ponderosa Steakhouse,- NA -,401 Wagner Street,TU,(937) 547-1711
Hamilton,OH,Gold Star Chili,- NA -,1700 S. Erie Blvd.,TU,(513) 896-9715
Hamilton,OH,Gold Star Chili,- NA -,4271 Hamilton-Middletown Rd.,TU,(513) 868-9715
Georgetown,OH,Gold Star Chili,- NA -,662 East State St.,TU,(937) 378-5131
Gallipolis,OH,Ponderosa Steakhouse,- NA -,215 Upper River Rd,TU,(740) 446-1101
Franklin,OH,Gold Star Chili,- NA -,711 E. 2nd Street,TU,(513) 704-0028
Franklin,OH,Gold Star Chili,- NA -,3461 Towne Mall Blvd.,TU,(513) 422-0401
Findlay,OH,Lonestar Steakhouse,- NA -,2411 Tiffin Ave.,TU,(419) 429-7884
Eaton,OH,Skyline Chili,- NA -,"1704 N Barron St,",TU  SA,(937) 472-0088
Englewood,OH,Ponderosa Steakhouse,- NA -,602 Taywood Rd.,TU,(937) 836-8830
Fairfield,OH,Gold Star Chili,- NA -,470 Nilles Avenue,TU,(513) 858-3400
Fairfield,OH,Gold Star Chili,- NA -,6755 Dixie Hwy,TU,(513) 860-0444
DAYTON,OH,Dennys Restaurant,- NA -,1136 S. MAIN ST.,TU  SA,(937) 228-2716
Dayton,OH,Gold Star Chili,- NA -,1538 N. Keowee St.,TU,(937) 228-8805
Dayton,OH,Gold Star Chili,- NA -,2700 Miamisburg/Centerville Rd.,TU,(937) 433-5408
Dayton,OH,Gold Star Chili,- NA -,143 N. Main Street,TU,(937) 586-9133
Dayton,OH,Gold Star Chili,- NA -,3034 Harshman Rd,TU,(937) 233-1450
Dayton,OH,Lonestar Steakhouse,- NA -,6868 Miller Lane,TU,(937) 890-2100
Dayton,OH,Lonestar Steakhouse,- NA -,251 N. Springboro Pike,TU,(937) 291-0711
Dayton,OH,Ponderosa Steakhouse,- NA -,4978 Airway Rd.,TU,(937) 252-8652
Dayton,OH,W G Grinders,- NA -,4100 E Town And Country Rd,SU  MO  TU  WE  TH  FR  SA,(937) 294-3663
Dublin,OH,Max & Ermas,- NA -,7480 Sawmill Rd,TU,(614) 760-8585
Dublin,OH,Max & Ermas,- NA -,411 Metro Pl N,TU,(614) 889-8111
Cincinnati,OH,Blue Cactus Grill And Cantina,- NA -,7846 Cinti-Dayton Rd,SU,(513) 779-6826
Cincinnati,OH,Gold Star Chili,- NA -,3026 Burnet Ave.,TU,(513) 751-4929
Cincinnati,OH,Gold Star Chili,- NA -,8467 Beechmont Ave.,TU,(513) 474-4916
Cincinnati,OH,Gold Star Chili,- NA -,3333 Burnet Ave.,TU,(513) 636-4210
Cincinnati,OH,Gold Star Chili,- NA -,4601 Eastgate Blvd.,TU,(513) 752-0108
Cincinnati,OH,Gold Star Chili,- NA -,3000 Glendale-Milford Rd.,TU,(513) 563-2685
Cincinnati,OH,Gold Star Chili,- NA -,6531 Winton Rd.,TU,(513) 541-5170
Cincinnati,OH,Gold Star Chili,- NA -,8253 Colerain Avenue,TU,(513) 385-7132
Cincinnati,OH,Gold Star Chili,- NA -,1246 Main Street,TU,(513) 863-8956
Cincinnati,OH,Gold Star Chili,- NA -,21 East Galbraith Rd,TU,(513) 761-8633
Cincinnati,OH,Gold Star Chili,- NA -,7875 Montgomery Road,TU,(513) 793-9353
Cincinnati,OH,Gold Star Chili,- NA -,10775 Montgomery Rd.,TU,(513) 489-2754
Cincinnati,OH,Gold Star Chili,- NA -,582 Mt. Carmel Pk.,TU,(513) 528-0033
Cincinnati,OH,Gold Star Chili,- NA -,7821 Hamilton Avenue,TU,(513) 522-4376
Cincinnati,OH,Gold Star Chili,- NA -,2231 Beechmont Avenue,TU,(513) 231-7602
Cincinnati,OH,Gold Star Chili,- NA -,9124 Plainfield Rd.,TU,(513) 891-7432
Cincinnati,OH,Gold Star Chili,- NA -,5420 Ridge Avenue,TU,(513) 631-1990
Cincinnati,OH,Gold Star Chili,- NA -,9587C Colerain Ave.,TU,(513) 385-4815
Cincinnati,OH,Gold Star Chili,- NA -,4101 Edwards Road,TU,(513) 531-7787
Cincinnati,OH,Gold Star Chili,- NA -,9124 Plainfield Rd.,TU,(513) 891-7432
Cincinnati,OH,Gold Star Chili,- NA -,979 Hawthorne Avenue,TU,(513) 471-2458
Cincinnati,OH,Gold Star Chili,- NA -,10120 Princeton/Glendale Rd.,TU,(513) 874-9299
Cincinnati,OH,Gold Star Chili,- NA -,2020 Dalton Ave.,TU,(513) 381-3633
Cincinnati,OH,Gold Star Chili,- NA -,4795 Red Bank Expwy,TU,(513) 271-0020
Cincinnati,OH,Gold Star Chili,- NA -,11510 Springfield Pike,TU,(513) 771-6116
Cincinnati,OH,Gold Star Chili,- NA -,4911 Vine Street,TU,(513) 641-4224
Cincinnati,OH,Gold Star Chili,- NA -,4544 Reading Rd.,TU,(513) 242-2211
Cincinnati,OH,Gold Star Chili,- NA -,28 West 4th St.,TU,(513) 369-0210
Cincinnati,OH,Gold Star Chili,- NA -,11700 Princeton Pike,TU,(513) 671-0725
Cincinnati,OH,Gold Star Chili,- NA -,2766 UC Main St.,TU,(513) 556-0473
Cincinnati,OH,Gold Star Chili,- NA -,2713 Vine Street,TU,(513) 751-8841
Cincinnati,OH,Gold Star Chili,- NA -,6176 Glenway Ave.,TU,(513) 661-6818
Cincinnati,OH,Pasta Wagon,- NA -,3880 G. Paxton Rd.,SU  MO  TU,(513) 321-7979
Cincinnati,OH,Pizza Tower,- NA -,8945 Governors Way,WE,(513) 683-8400
Cincinnati,OH,Skyline Chili,- NA -,1705 West Galbraith Road,SU  TU,(513) 729-2200
Cleveland,OH,Claddagh Irish Pub-Lyndhurst,- NA -,25389 Cedar Rd,SU,(216) 691-0534
Cleveland,OH,Dennys Restaurant,- NA -,6850 Brookpark Rd.,TU,(216) 398-7003
Cleveland,OH,Dennys Restaurant,- NA -,6207 Wilson Mills Rd,TU,(440) 473-1205
Cleveland,OH,Panini's Bar And Grill Westlake,- NA -,23800 Detroit Rd,WE,(440) 250-5550
Cleveland,OH,Stir Crazy,- NA -,25385 Cedar Rd,TU  TH,(216) 381-7600
Cleves,OH,Gold Star Chili,- NA -,4175 State Route 128,TU,(513) 353-0709
Columbus,OH,Applebees Neighborhood Bar And Grill,- NA -,1590 Georgesville Square Dr,TU,(614) 851-4100
Columbus,OH,Applebees Neighborhood Bar And Grill,- NA -,1590 Georgesville Square Dr,TU,(614) 851-4100
Columbus,OH,Bellacino's Pizza & Grinders,- NA -,4926 Morse Rd.,WE,(614) 855-5858
Columbus,OH,Buckeye Hall Of Fame Grill,- NA -,775 Yard St,SU,(614) 299-6639
Columbus,OH,Champps Americana,- NA -,3993 Morse Crossing,TU,(614) 476-2333
Columbus,OH,Champps Americana,- NA -,1827 Olentangy River Rd.,TU,(614) 298-0833
Columbus,OH,Claddagh Irish Pub of Polaris,- NA -,8745 Sancus Blvd,SU,(614) 885-0100
Columbus,OH,Hooters,- NA -,5901 E Main Street,SU,(614) 755-9464
Columbus,OH,Hooters,- NA -,8591 Sancus Blvd,SU,(614) 846-2367
Columbus,OH,Johnny Rockets,- NA -,1787 Olentangy River Rd,TU  TH,(614) 291-8239
Columbus,OH,Kildares Irish Pub,- NA -,1576 N High St,SU,(614) 294-2200
Columbus,OH,Lonestar Steakhouse,- NA -,1620 Georgesville Square,TU,(614) 853-1000
Columbus,OH,Morettis of Arlington,- NA -,2124 Tremont Ctr,WE,(614) 486-2333
Columbus,OH,Old Bag Of Nails-W,- NA -,1099 W First Ave,SU,(614) 299-7211
Columbus,OH,Ponderosa Steak House,- NA -,3875 S High St,TU,(614) 491-7552
Columbus,OH,Skyline Chili,- NA -,2054 Crown Plaza Dr.,WE,(614) 459-0801
Columbus,OH,Skyline Chili,- NA -,5933 Scarborough Blvd.,WE,(614) 367-0613
Columbus,OH,Skyline Chili,- NA -,111 Busch Boulevard,WE,(614) 848-3855
Columbus,OH,Skyline Chili,- NA -,6290 Prentiss School Rd,WE,(614) 920-0782
Columbus,OH,Skyline Chili,- NA -,7668 Sawmill Road,WE,(614) 766-7399
Columbus,OH,Skyline Chili,- NA -,7040 E. Broad Street,WE,(614) 751-8312
Columbus,OH,Skyline Chili,- NA -,1350 Stone Ridge Drive,WE,(614) 337-9870
Columbus,OH,Skyline Chili,- NA -,1122 Hebron Road,WE,(740) 522-4454
Columbus,OH,Skyline Chili,- NA -,1790 Hilliard-Rome Road,WE,(614) 529-1548
Columbus,OH,Skyline Chili,- NA -,3693 Fishinger Boulevard,WE,(614) 777-8922
Columbus,OH,Skyline Chili,- NA -,1320 N. Lexington,WE,(419) 747-3929
Columbus,OH,Skyline Chili,- NA -,1530 Cross Creeks Blvd,WE,(614) 856-9515
Columbus,OH,Skyline Chili,- NA -,8550 Orion Place,WE,(614) 781-6370
Columbus,OH,Skyline Chili,- NA -,9135 Owenfield Drive,WE,(740) 549-0298
Columbus,OH,Skyline Chili,- NA -,3720 South High St.,WE,(614) 409-9275
Columbus,OH,Skyline Chili,- NA -,117 Westerville Plaza,WE,(614) 890-8400
Centerville,OH,Lapinata Restaurant,- NA -,1069 S Main St,SU,(937) 291-0227
Canton,OH,Dennys Restaurant,- NA -,4646 Tuscarawas St,TU,(330) 478-2457
Canton,OH,Lonestar Steakhouse,- NA -,4801 Dressler Road NW,TU,(330) 492-9777
Canton,OH,Perkins,- NA -,4896 Everhard Rd NW,WE  SA,(330) 497-2959
Canton,OH,Stables Restaurant And Hall Of Fame Grill,- NA -,2317 13th Street NW,MO,(330) 452-1230
Carrollton,OH,Ponderosa Steakhouse,- NA -,1117 Canton Rd NW,MO,(330) 627-5082
Blue Ash,OH,Samurai Sam's,- NA -,9525 Kenwood Rd,WE  SA,(513) 791-7267
Blanchester,OH,Gold Star Chili,- NA -,942 Cherry Street,TU,(937) 783-5244
Bethel,OH,Gold Star Chili,- NA -,629 W. Plane St.,TU,(513) 734-6705
Batavia,OH,Gold Star Chili,- NA -,2792 Williamsburg/Batavia Pk.,TU,(513) 724-2547
Batavia,OH,Gold Star Chili,- NA -,2195 Winemiller Ln.,TU,(513) 735-9660
Austintown,OH,Dennys Restaurant,- NA -,Mahoning Ave,SU  TU,(330) 793-0189
Beavercreek,OH,Gold Star Chili,- NA -,2727 N. Fairfield Rd.,TU,(937) 426-4566
Beachwood,OH,McCormick & Schmicks Seafood Restaurant,- NA -,26300 Cedar Rd,SA,(216) 831-8100
Athens,OH,Ponderosa Steakhouse,- NA -,741 E. State St. (Athens Mall),TU,(740) 593-5758
Amelia,OH,Bob Evans Restaurant,- NA -,1799 E Ohio Pike,TU,(513) 797-0850
Amelia,OH,Gold Star Chili,- NA -,219 Ohio Pike,TU,(513) 753-4471
Akron,OH,Lonestar Steakhouse,- NA -,3900 W. Market Street,TU,(330) 668-7827
Oklahoma City,OK,Cici's Pizza,- NA -,7206 NW Expressway,SU  MO  TU  WE  TH  FR  SA,(405) 722-9977
Oklahoma City,OK,Dennys Restaurant,- NA -,3024 Soutth I-35,TU  SA,(405) 670-3234
Oklahoma City,OK,Dennys Restaurant,- NA -,315 South Meridian Ave,TU  SA,(405) 947-8548
Oklahoma City,OK,Dennys Restaurant,- NA -,6201 North May Ave,TU  SA,(405) 843-7113
Oklahoma City,OK,Dennys Restaurant,- NA -,1617 Southwest 74th Street,TU  SA,(405) 685-5414
Oklahoma City,OK,Dennys Restaurant,- NA -,3130 Douglas Blvd,TU  SA,(405) 733-2200
Oklahoma City,OK,Shorty Smalls,- NA -,4500 W Reno Ave,MO,(405) 947-0779
Moore,OK,IHOP,- NA -,2501 S Service Road,TU  TH,(405) 895-6652
Locust Grove,OK,Dennys Restaurant,- NA -,100 Holiday Lane,TU  SA,(918) 479-6000
Lawton,OK,Lonestar Steakhouse,- NA -,5374 NW Cache Road,TU,(580) 248-8785
Broken Arrow,OK,Lonestar Steakhouse,- NA -,101 E. Albany St.,TU,(918) 355-1133
Sparks,NV,Dennys Restaurant,- NA -,205 Nugget Ave,TU  SA,(775) 359-9053
Sparks,NV,Dennys Restaurant,- NA -,5015 Pyramid Lake Rd.,TU  SA,(775) 424-4400
Sparks,NV,IHOP,- NA -,80 E. B St.,TU  TH,(775) 355-6893
Sparks,NV,IHOP,- NA -,4752 Galleria Pkwy,TU  TH,(775) 626-1060
Rochester,NH,Slims Tex Mex Saloon,- NA -,45 Main St,TU,(603) 330-3300
Reno,NV,Dennys Restaurant,- NA -,189 Damonte Ranch Pkwy,TU  SA,(775) 852-8200
Reno,NV,Dennys Restaurant,- NA -,"1110 East Plumb Ln.,",TU  SA,(775) 829-2900
Reno,NV,Dennys Restaurant,- NA -,680 N. Wells Ave.,TU  SA,(775) 322-9039
Las Vegas,NV,Dennys Restaurant,- NA -,2545 East Freemont Street,TU,(702) 384-7441
Las Vegas,NV,Dennys Restaurant,- NA -,1826 Las Vegas Blvd S.,TU  SA,(702) 384-5624
Las Vegas,NV,Dennys Restaurant,- NA -,5585 Simmons St.,TU  SA,(702) 631-0024
Las Vegas,NV,Dennys Restaurant,- NA -,3081 S Maryland Parkway,TU  SA,(702) 734-1295
Las Vegas,NV,Dennys Restaurant,- NA -,3230 Losee Road,TU  SA,(702) 649-7671
Las Vegas,NV,Dennys Restaurant,- NA -,3001 South Las Vegas Blvd.,TU  SA,(702) 413-1923
Las Vegas,NV,Dennys Restaurant,- NA -,3393 Las Vegas Blvd South,TU  SA,(702) 735-9623
Las Vegas,NV,Dennys Restaurant,- NA -,310 North Nellis Blvd,TU  SA,(702) 452-5885
Las Vegas,NV,Dennys Restaurant,- NA -,2380 E. Tropicana Ave.,TU  SA,(702) 739-7001
Las Vegas,NV,Dennys Restaurant,- NA -,6300 W. Charleston,TU,(702) 309-0622
Las Vegas,NV,Fazolis,- NA -,5260 S Fort Apache Rd,TU,(702) 876-2461
Las Vegas,NV,Fuddruckers,- NA -,4195 S Grand Canyon Dr,TU,(702) 732-3833
Las Vegas,NV,Lonestar Steakhouse,- NA -,210 N. Nellis Blvd.,TU,(702) 453-7827
Las Vegas,NV,Lonestar Steakhouse,- NA -,3131 N. Rainbow,TU,(702) 656-7125
Las Vegas,NV,Lonestar Steakhouse,- NA -,1290 East Flamingo Road,TU,(702) 893-0348
Las Vegas,NV,Marie Callenders,- NA -,4800 S Eastern Ave,TU  SA,(702) 458-2127
Las Vegas,NV,Marie Callenders,- NA -,4875 W Flamingo Rd,TU  SA,(702) 365-6226
Las Vegas,NV,Tony Roma's,- NA -,2040 N. Rainbow Blvd.,TU,(702) 638-2100
Las Vegas,NV,Tony Roma's,- NA -,"31900 Las Vegas Blvd., South",TU,(800) 386-7867
Las Vegas,NV,Tony Roma's,- NA -,620 E. Sahara Ave.,TU,(702) 733-9914
Las Vegas,NV,Tony Roma's,- NA -,200 E. Fremont St.,TU,(702) 385-3232
Henderson,NV,Chevys Restaurants,- NA -,"1300 W Sunset Rd, Ste 2605",TU,(702) 434-8323
Henderson,NV,IHOP,- NA -,2450 Pebble Rd,SU  MO  TU  WE  TH  FR  SA,(702) 933-0420
Henderson,NV,Marie Callenders,- NA -,530 N Stephanie St,TU  SA,(702) 450-9820
Henderson,NV,Tony Roma's,- NA -,555 N. Stephanie,TU,(702) 436-2227
Omaha,NE,Buffalo Wings & Rings,- NA -,12240 L Street,MO,(402) 614-7300
Omaha,NE,Dennys Restaurant,- NA -,3509 S 84th St,MO  WE  TH  FR,(402) 393-7343
Omaha,NE,Doc & Eddies BBQ,- NA -,6610 S 168th St,MO  TU  WE,(402) 895-7427
Omaha,NE,Fazoli's,- NA -,2434 S 132nd St,TU,(402) 330-9236
Omaha,NE,Grisanti's,- NA -,10875 W. Dodge Rd,MO,(402) 330-0440
Omaha,NE,IHOP,- NA -,4707 N 72nd St,TU  TH,(402) 572-0100
Omaha,NE,La Mesa Restaurant,- NA -,11102 Emmet St,TH,(402) 496-1101
Omaha,NE,LaMesa Restaurant,- NA -,"156th, Omaha, NE",TH,(402) 763-2555
Omaha,NE,Pizza Ranch,- NA -,3010 S 84th St,TU,(402) 934-4888
Omaha,NE,Summer Kitchen Cafe & Bakery,- NA -,3685 N 129th St,MO  TU,(402) 498-2800
Omaha,NE,Texas Roadhouse,- NA -,520 N 155th Plz,MO,(402) 504-4449
Omaha,NE,Upstream Brewing Company,- NA -,17070 Wright Plz,MO,(402) 778-0100
Omaha,NE,Valentino's,- NA -,10190 Maple St,TU,(402) 571-1400
Seminary,MS,Garfields,- NA -,Turtle Creek Mall,SU,(601) 264-7000
Southaven,MS,Lonestar Steakhouse,- NA -,6365 Airways Blvd.,TU,(662) 349-6882
Liberty,MO,Backyard Burgers,- NA -,9800 N E Barry Rd.,TU  TH,(816) 407-7800
Wayzata,MN,D'Amico And Sons,- NA -,810 East Lake Street,SU,(952) 476-8866
Billings,MT,HuHot Mongolian Grill,- NA -,1806 King Avenue W,TU,(406) 656-8822
Saint Paul,MN,D'Amico And Sons,- NA -,975 Grand Avenue,SU,(651) 227-9933
Saint Paul,MN,Granite City Food & Brewery,- NA -,3330 Pilot Knob Rd,SU,(651) 452-4600
Saint Paul,MN,Yarusso Bros Italian Restaurant,- NA -,635 Payne Ave,SU,(651) 776-4848
Roseville,MN,D'Amico And Sons,- NA -,1490 County Road B,SU,(651) 633-7667
Rogers,MN,Broadway Pizza,- NA -,21431 141st Ave N,MO,(763) 428-3013
Richfield,MN,Champps Americana,- NA -,790 W 66th St,TU,(612) 861-3333
Rochester,MN,HuHot Mongolian Grill,- NA -,102 Apache Mall,MO,(507) 206-4422
Maple Grove,MN,Claddagh Irish Pub,- NA -,7890 Main St N,SU,(763) 773-7400
Minneapolis,MN,Bar Abilene,- NA -,1300 Lagoon Ave,SU,(612) 825-2525
Minneapolis,MN,D'Amico And Sons,- NA -,2210 Hennepin Avenue South,SU,(612) 374-1858
Minneapolis,MN,Lacasita Mexican Restaurant,- NA -,5085 Central Ave NE,SU,(763) 571-7784
Minneapolis,MN,Tiger Sushi II,- NA -,2841 Lyndale Ave S,SU,(612) 874-1800
Golden Valley,MN,D'Amico And Sons,- NA -,7804 Olson Memorial Highway,SU,(763) 546-1166
Inver Grove Heights,MN,Baja Sol Cantina,- NA -,5681 Blaine Avenue,TU  SA,(651) 455-1901
Inver Grove Heights,MN,Khoury's,- NA -,6588 Cahill Ave,TU,(651) 451-1072
Lakeville,MN,Ole Piper,- NA -,16604 Cedar Avenue,MO,(952) 432-7111
Hopkins,MN,Champps Americana,- NA -,1641 Plymouth Rd,TU,(952) 942-3331
Edina,MN,D'Amico And Sons,- NA -,3948 West 50th Street,SU,(952) 926-1187
Burnsville,MN,Champps Americana,- NA -,1200 County Road 42 W,TU,(952) 898-5050
Bellevue,NE,That Place Eatery,- NA -,3005 Lynnwood Dr,FR,(402) 505-9270
Apple Valley,MN,Perkins,- NA -,7620 150th St W,TU,(952) 432-0626
Wildwood,MO,Donovan\'s,- NA -,17352 Manchester Road,TU,(636) 458-3200
Wildwood,MO,Indigo Joe's,3 / 5,16721 Main Street,WE,(636) 458-4900
Bloomington,MN,Gyros Grill,- NA -,1710 E Old Shakopee Rd,WE  FR,(952) 888-2121
Bloomington,MN,Tony Roma's,- NA -,60 East Broadway,TU,(952) 854-7940
Lincoln,NE,Lonestar Steakhouse,- NA -,200 N. 70th Street,TU,(402) 489-2100
